"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"< 1 year"	"1"	"Minnesota"	"27"	"2012"	"2012"	Suppressed	67535	Suppressed
	"< 1 year"	"1"	"Minnesota"	"27"	"2013"	"2013"	Suppressed	68678	Suppressed
	"< 1 year"	"1"	"Minnesota"	"27"	"2014"	"2014"	Suppressed	69399	Suppressed
	"< 1 year"	"1"	"Minnesota"	"27"	"2015"	"2015"	Suppressed	70248	Suppressed
	"< 1 year"	"1"	"Minnesota"	"27"	"2016"	"2016"	Suppressed	69937	Suppressed
	"< 1 year"	"1"	"Minnesota"	"27"	"2017"	"2017"	Suppressed	69351	Suppressed
	"< 1 year"	"1"	"Minnesota"	"27"	"2018"	"2018"	Suppressed	68566	Suppressed
	"< 1 year"	"1"	"Mississippi"	"28"	"2007"	"2007"	Suppressed	44937	Suppressed
	"< 1 year"	"1"	"Mississippi"	"28"	"2008"	"2008"	Suppressed	44796	Suppressed
	"< 1 year"	"1"	"Mississippi"	"28"	"2009"	"2009"	Suppressed	41747	Suppressed
	"< 1 year"	"1"	"Mississippi"	"28"	"2010"	"2010"	Suppressed	40260	Suppressed
	"< 1 year"	"1"	"Mississippi"	"28"	"2011"	"2011"	Suppressed	40028	Suppressed
	"< 1 year"	"1"	"Mississippi"	"28"	"2012"	"2012"	Suppressed	39651	Suppressed
	"< 1 year"	"1"	"Mississippi"	"28"	"2013"	"2013"	Suppressed	38913	Suppressed
	"< 1 year"	"1"	"Mississippi"	"28"	"2014"	"2014"	Suppressed	37872	Suppressed
	"< 1 year"	"1"	"Mississippi"	"28"	"2015"	"2015"	Suppressed	38173	Suppressed
	"< 1 year"	"1"	"Mississippi"	"28"	"2016"	"2016"	Suppressed	37310	Suppressed
	"< 1 year"	"1"	"Mississippi"	"28"	"2017"	"2017"	Suppressed	36857	Suppressed
	"< 1 year"	"1"	"Mississippi"	"28"	"2018"	"2018"	Suppressed	35878	Suppressed
	"< 1 year"	"1"	"Missouri"	"29"	"2007"	"2007"	Suppressed	80083	Suppressed
	"< 1 year"	"1"	"Missouri"	"29"	"2008"	"2008"	Suppressed	79684	Suppressed
	"< 1 year"	"1"	"Missouri"	"29"	"2009"	"2009"	Suppressed	77293	Suppressed
	"< 1 year"	"1"	"Missouri"	"29"	"2010"	"2010"	Suppressed	76119	Suppressed
	"< 1 year"	"1"	"Missouri"	"29"	"2011"	"2011"	Suppressed	74978	Suppressed
	"< 1 year"	"1"	"Missouri"	"29"	"2012"	"2012"	Suppressed	73870	Suppressed
	"< 1 year"	"1"	"Missouri"	"29"	"2013"	"2013"	Suppressed	74533	Suppressed
	"< 1 year"	"1"	"Missouri"	"29"	"2014"	"2014"	Suppressed	74184	Suppressed
	"< 1 year"	"1"	"Missouri"	"29"	"2015"	"2015"	Suppressed	74779	Suppressed
	"< 1 year"	"1"	"Missouri"	"29"	"2016"	"2016"	Suppressed	74205	Suppressed
	"< 1 year"	"1"	"Missouri"	"29"	"2017"	"2017"	Suppressed	73499	Suppressed
	"< 1 year"	"1"	"Missouri"	"29"	"2018"	"2018"	Suppressed	72258	Suppressed
	"< 1 year"	"1"	"Montana"	"30"	"2007"	"2007"	Suppressed	12431	Suppressed
	"< 1 year"	"1"	"Montana"	"30"	"2008"	"2008"	Suppressed	12327	Suppressed
	"< 1 year"	"1"	"Montana"	"30"	"2009"	"2009"	Suppressed	12211	Suppressed
	"< 1 year"	"1"	"Montana"	"30"	"2010"	"2010"	Suppressed	12157	Suppressed
	"< 1 year"	"1"	"Montana"	"30"	"2011"	"2011"	Suppressed	11894	Suppressed
	"< 1 year"	"1"	"Montana"	"30"	"2012"	"2012"	Suppressed	11884	Suppressed
	"< 1 year"	"1"	"Montana"	"30"	"2013"	"2013"	Suppressed	12140	Suppressed
	"< 1 year"	"1"	"Montana"	"30"	"2014"	"2014"	Suppressed	12269	Suppressed
	"< 1 year"	"1"	"Montana"	"30"	"2015"	"2015"	Suppressed	12601	Suppressed
	"< 1 year"	"1"	"Montana"	"30"	"2016"	"2016"	Suppressed	12644	Suppressed
	"< 1 year"	"1"	"Montana"	"30"	"2017"	"2017"	Suppressed	12538	Suppressed
	"< 1 year"	"1"	"Montana"	"30"	"2018"	"2018"	Suppressed	12099	Suppressed
	"< 1 year"	"1"	"Nebraska"	"31"	"2007"	"2007"	Suppressed	26338	Suppressed
	"< 1 year"	"1"	"Nebraska"	"31"	"2008"	"2008"	Suppressed	26398	Suppressed
	"< 1 year"	"1"	"Nebraska"	"31"	"2009"	"2009"	Suppressed	26211	Suppressed
	"< 1 year"	"1"	"Nebraska"	"31"	"2010"	"2010"	Suppressed	26082	Suppressed
	"< 1 year"	"1"	"Nebraska"	"31"	"2011"	"2011"	Suppressed	25907	Suppressed
	"< 1 year"	"1"	"Nebraska"	"31"	"2012"	"2012"	Suppressed	26116	Suppressed
	"< 1 year"	"1"	"Nebraska"	"31"	"2013"	"2013"	Suppressed	25677	Suppressed
	"< 1 year"	"1"	"Nebraska"	"31"	"2014"	"2014"	Suppressed	25903	Suppressed
	"< 1 year"	"1"	"Nebraska"	"31"	"2015"	"2015"	Suppressed	26178	Suppressed
	"< 1 year"	"1"	"Nebraska"	"31"	"2016"	"2016"	Suppressed	26640	Suppressed
	"< 1 year"	"1"	"Nebraska"	"31"	"2017"	"2017"	Suppressed	26340	Suppressed
	"< 1 year"	"1"	"Nebraska"	"31"	"2018"	"2018"	Suppressed	25809	Suppressed
	"< 1 year"	"1"	"Nevada"	"32"	"2007"	"2007"	Suppressed	39465	Suppressed
	"< 1 year"	"1"	"Nevada"	"32"	"2008"	"2008"	Suppressed	38556	Suppressed
	"< 1 year"	"1"	"Nevada"	"32"	"2009"	"2009"	Suppressed	37232	Suppressed
	"< 1 year"	"1"	"Nevada"	"32"	"2010"	"2010"	Suppressed	36505	Suppressed
	"< 1 year"	"1"	"Nevada"	"32"	"2011"	"2011"	Suppressed	36675	Suppressed
	"< 1 year"	"1"	"Nevada"	"32"	"2012"	"2012"	Suppressed	35877	Suppressed
	"< 1 year"	"1"	"Nevada"	"32"	"2013"	"2013"	Suppressed	35209	Suppressed
	"< 1 year"	"1"	"Nevada"	"32"	"2014"	"2014"	Suppressed	34862	Suppressed
	"< 1 year"	"1"	"Nevada"	"32"	"2015"	"2015"	Suppressed	35737	Suppressed
	"< 1 year"	"1"	"Nevada"	"32"	"2016"	"2016"	Suppressed	36972	Suppressed
	"< 1 year"	"1"	"Nevada"	"32"	"2017"	"2017"	Suppressed	36450	Suppressed
	"< 1 year"	"1"	"Nevada"	"32"	"2018"	"2018"	Suppressed	35781	Suppressed
	"< 1 year"	"1"	"New Hampshire"	"33"	"2007"	"2007"	Suppressed	14021	Suppressed
	"< 1 year"	"1"	"New Hampshire"	"33"	"2008"	"2008"	Suppressed	13850	Suppressed
	"< 1 year"	"1"	"New Hampshire"	"33"	"2009"	"2009"	Suppressed	12923	Suppressed
	"< 1 year"	"1"	"New Hampshire"	"33"	"2010"	"2010"	Suppressed	12994	Suppressed
	"< 1 year"	"1"	"New Hampshire"	"33"	"2011"	"2011"	Suppressed	12910	Suppressed
	"< 1 year"	"1"	"New Hampshire"	"33"	"2012"	"2012"	Suppressed	12629	Suppressed
	"< 1 year"	"1"	"New Hampshire"	"33"	"2013"	"2013"	Suppressed	12924	Suppressed
	"< 1 year"	"1"	"New Hampshire"	"33"	"2014"	"2014"	Suppressed	12561	Suppressed
	"< 1 year"	"1"	"New Hampshire"	"33"	"2015"	"2015"	Suppressed	12784	Suppressed
	"< 1 year"	"1"	"New Hampshire"	"33"	"2016"	"2016"	Suppressed	12479	Suppressed
	"< 1 year"	"1"	"New Hampshire"	"33"	"2017"	"2017"	Suppressed	12485	Suppressed
	"< 1 year"	"1"	"New Hampshire"	"33"	"2018"	"2018"	Suppressed	12217	Suppressed
	"< 1 year"	"1"	"New Jersey"	"34"	"2007"	"2007"	Suppressed	109121	Suppressed
	"< 1 year"	"1"	"New Jersey"	"34"	"2008"	"2008"	Suppressed	108724	Suppressed
	"< 1 year"	"1"	"New Jersey"	"34"	"2009"	"2009"	Suppressed	106263	Suppressed
	"< 1 year"	"1"	"New Jersey"	"34"	"2010"	"2010"	Suppressed	104986	Suppressed
	"< 1 year"	"1"	"New Jersey"	"34"	"2011"	"2011"	Suppressed	104457	Suppressed
	"< 1 year"	"1"	"New Jersey"	"34"	"2012"	"2012"	Suppressed	102766	Suppressed
	"< 1 year"	"1"	"New Jersey"	"34"	"2013"	"2013"	Suppressed	105176	Suppressed
	"< 1 year"	"1"	"New Jersey"	"34"	"2014"	"2014"	Suppressed	104144	Suppressed
	"< 1 year"	"1"	"New Jersey"	"34"	"2015"	"2015"	Suppressed	103853	Suppressed
	"< 1 year"	"1"	"New Jersey"	"34"	"2016"	"2016"	Suppressed	102267	Suppressed
	"< 1 year"	"1"	"New Jersey"	"34"	"2017"	"2017"	Suppressed	101902	Suppressed
	"< 1 year"	"1"	"New Jersey"	"34"	"2018"	"2018"	Suppressed	100364	Suppressed
	"< 1 year"	"1"	"New Mexico"	"35"	"2007"	"2007"	Suppressed	29618	Suppressed
	"< 1 year"	"1"	"New Mexico"	"35"	"2008"	"2008"	Suppressed	29383	Suppressed
	"< 1 year"	"1"	"New Mexico"	"35"	"2009"	"2009"	Suppressed	29254	Suppressed
	"< 1 year"	"1"	"New Mexico"	"35"	"2010"	"2010"	Suppressed	28179	Suppressed
	"< 1 year"	"1"	"New Mexico"	"35"	"2011"	"2011"	Suppressed	28752	Suppressed
	"< 1 year"	"1"	"New Mexico"	"35"	"2012"	"2012"	Suppressed	28331	Suppressed
	"< 1 year"	"1"	"New Mexico"	"35"	"2013"	"2013"	Suppressed	27197	Suppressed
	"< 1 year"	"1"	"New Mexico"	"35"	"2014"	"2014"	Suppressed	26870	Suppressed
	"< 1 year"	"1"	"New Mexico"	"35"	"2015"	"2015"	Suppressed	26407	Suppressed
	"< 1 year"	"1"	"New Mexico"	"35"	"2016"	"2016"	Suppressed	25075	Suppressed
	"< 1 year"	"1"	"New Mexico"	"35"	"2017"	"2017"	Suppressed	25060	Suppressed
	"< 1 year"	"1"	"New Mexico"	"35"	"2018"	"2018"	Suppressed	23668	Suppressed
	"< 1 year"	"1"	"New York"	"36"	"2007"	"2007"	Suppressed	241840	Suppressed
	"< 1 year"	"1"	"New York"	"36"	"2008"	"2008"	Suppressed	241947	Suppressed
	"< 1 year"	"1"	"New York"	"36"	"2009"	"2009"	Suppressed	236979	Suppressed
	"< 1 year"	"1"	"New York"	"36"	"2010"	"2010"	Suppressed	231872	Suppressed
	"< 1 year"	"1"	"New York"	"36"	"2011"	"2011"	Suppressed	242280	Suppressed
	"< 1 year"	"1"	"New York"	"36"	"2012"	"2012"	Suppressed	237068	Suppressed
	"< 1 year"	"1"	"New York"	"36"	"2013"	"2013"	Suppressed	239298	Suppressed
	"< 1 year"	"1"	"New York"	"36"	"2014"	"2014"	Suppressed	239804	Suppressed
	"< 1 year"	"1"	"New York"	"36"	"2015"	"2015"	Suppressed	238315	Suppressed
	"< 1 year"	"1"	"New York"	"36"	"2016"	"2016"	Suppressed	233692	Suppressed
	"< 1 year"	"1"	"New York"	"36"	"2017"	"2017"	Suppressed	234658	Suppressed
	"< 1 year"	"1"	"New York"	"36"	"2018"	"2018"	Suppressed	227883	Suppressed
	"< 1 year"	"1"	"North Carolina"	"37"	"2007"	"2007"	Suppressed	128200	Suppressed
	"< 1 year"	"1"	"North Carolina"	"37"	"2008"	"2008"	Suppressed	128608	Suppressed
	"< 1 year"	"1"	"North Carolina"	"37"	"2009"	"2009"	Suppressed	125065	Suppressed
	"< 1 year"	"1"	"North Carolina"	"37"	"2010"	"2010"	Suppressed	123336	Suppressed
	"< 1 year"	"1"	"North Carolina"	"37"	"2011"	"2011"	Suppressed	121983	Suppressed
	"< 1 year"	"1"	"North Carolina"	"37"	"2012"	"2012"	Suppressed	120328	Suppressed
	"< 1 year"	"1"	"North Carolina"	"37"	"2013"	"2013"	Suppressed	119697	Suppressed
	"< 1 year"	"1"	"North Carolina"	"37"	"2014"	"2014"	Suppressed	119904	Suppressed
	"< 1 year"	"1"	"North Carolina"	"37"	"2015"	"2015"	Suppressed	120576	Suppressed
	"< 1 year"	"1"	"North Carolina"	"37"	"2016"	"2016"	Suppressed	120842	Suppressed
	"< 1 year"	"1"	"North Carolina"	"37"	"2017"	"2017"	Suppressed	120301	Suppressed
	"< 1 year"	"1"	"North Carolina"	"37"	"2018"	"2018"	Suppressed	118550	Suppressed
	"< 1 year"	"1"	"North Dakota"	"38"	"2007"	"2007"	Suppressed	8684	Suppressed
	"< 1 year"	"1"	"North Dakota"	"38"	"2008"	"2008"	Suppressed	8610	Suppressed
	"< 1 year"	"1"	"North Dakota"	"38"	"2009"	"2009"	Suppressed	8961	Suppressed
	"< 1 year"	"1"	"North Dakota"	"38"	"2010"	"2010"	Suppressed	8931	Suppressed
	"< 1 year"	"1"	"North Dakota"	"38"	"2011"	"2011"	Suppressed	8993	Suppressed
	"< 1 year"	"1"	"North Dakota"	"38"	"2012"	"2012"	Suppressed	9122	Suppressed
	"< 1 year"	"1"	"North Dakota"	"38"	"2013"	"2013"	Suppressed	10088	Suppressed
	"< 1 year"	"1"	"North Dakota"	"38"	"2014"	"2014"	Suppressed	10788	Suppressed
	"< 1 year"	"1"	"North Dakota"	"38"	"2015"	"2015"	Suppressed	11144	Suppressed
	"< 1 year"	"1"	"North Dakota"	"38"	"2016"	"2016"	Suppressed	11505	Suppressed
	"< 1 year"	"1"	"North Dakota"	"38"	"2017"	"2017"	Suppressed	10983	Suppressed
	"< 1 year"	"1"	"North Dakota"	"38"	"2018"	"2018"	Suppressed	10802	Suppressed
	"< 1 year"	"1"	"Ohio"	"39"	"2007"	"2007"	Suppressed	147922	Suppressed
	"< 1 year"	"1"	"Ohio"	"39"	"2008"	"2008"	Suppressed	145803	Suppressed
	"< 1 year"	"1"	"Ohio"	"39"	"2009"	"2009"	Suppressed	142388	Suppressed
	"< 1 year"	"1"	"Ohio"	"39"	"2010"	"2010"	Suppressed	139042	Suppressed
	"< 1 year"	"1"	"Ohio"	"39"	"2011"	"2011"	Suppressed	139712	Suppressed
	"< 1 year"	"1"	"Ohio"	"39"	"2012"	"2012"	Suppressed	134419	Suppressed
	"< 1 year"	"1"	"Ohio"	"39"	"2013"	"2013"	Suppressed	135733	Suppressed
	"< 1 year"	"1"	"Ohio"	"39"	"2014"	"2014"	Suppressed	137250	Suppressed
	"< 1 year"	"1"	"Ohio"	"39"	"2015"	"2015"	Suppressed	139055	Suppressed
	"< 1 year"	"1"	"Ohio"	"39"	"2016"	"2016"	Suppressed	137896	Suppressed
	"< 1 year"	"1"	"Ohio"	"39"	"2017"	"2017"	Suppressed	136705	Suppressed
	"< 1 year"	"1"	"Ohio"	"39"	"2018"	"2018"	Suppressed	134002	Suppressed
	"< 1 year"	"1"	"Oklahoma"	"40"	"2007"	"2007"	Suppressed	53485	Suppressed
	"< 1 year"	"1"	"Oklahoma"	"40"	"2008"	"2008"	Suppressed	53601	Suppressed
	"< 1 year"	"1"	"Oklahoma"	"40"	"2009"	"2009"	Suppressed	53119	Suppressed
	"< 1 year"	"1"	"Oklahoma"	"40"	"2010"	"2010"	Suppressed	51949	Suppressed
	"< 1 year"	"1"	"Oklahoma"	"40"	"2011"	"2011"	Suppressed	53393	Suppressed
	"< 1 year"	"1"	"Oklahoma"	"40"	"2012"	"2012"	Suppressed	51481	Suppressed
	"< 1 year"	"1"	"Oklahoma"	"40"	"2013"	"2013"	Suppressed	52153	Suppressed
	"< 1 year"	"1"	"Oklahoma"	"40"	"2014"	"2014"	Suppressed	52631	Suppressed
	"< 1 year"	"1"	"Oklahoma"	"40"	"2015"	"2015"	Suppressed	53581	Suppressed
	"< 1 year"	"1"	"Oklahoma"	"40"	"2016"	"2016"	Suppressed	52409	Suppressed
	"< 1 year"	"1"	"Oklahoma"	"40"	"2017"	"2017"	Suppressed	51877	Suppressed
	"< 1 year"	"1"	"Oklahoma"	"40"	"2018"	"2018"	Suppressed	50353	Suppressed
	"< 1 year"	"1"	"Oregon"	"41"	"2007"	"2007"	Suppressed	48445	Suppressed
	"< 1 year"	"1"	"Oregon"	"41"	"2008"	"2008"	Suppressed	47701	Suppressed
	"< 1 year"	"1"	"Oregon"	"41"	"2009"	"2009"	Suppressed	46701	Suppressed
	"< 1 year"	"1"	"Oregon"	"41"	"2010"	"2010"	Suppressed	46042	Suppressed
	"< 1 year"	"1"	"Oregon"	"41"	"2011"	"2011"	Suppressed	46460	Suppressed
	"< 1 year"	"1"	"Oregon"	"41"	"2012"	"2012"	Suppressed	45237	Suppressed
	"< 1 year"	"1"	"Oregon"	"41"	"2013"	"2013"	Suppressed	45258	Suppressed
	"< 1 year"	"1"	"Oregon"	"41"	"2014"	"2014"	Suppressed	45383	Suppressed
	"< 1 year"	"1"	"Oregon"	"41"	"2015"	"2015"	Suppressed	46266	Suppressed
	"< 1 year"	"1"	"Oregon"	"41"	"2016"	"2016"	Suppressed	46900	Suppressed
	"< 1 year"	"1"	"Oregon"	"41"	"2017"	"2017"	Suppressed	46616	Suppressed
	"< 1 year"	"1"	"Oregon"	"41"	"2018"	"2018"	Suppressed	45259	Suppressed
	"< 1 year"	"1"	"Pennsylvania"	"42"	"2007"	"2007"	Suppressed	147687	Suppressed
	"< 1 year"	"1"	"Pennsylvania"	"42"	"2008"	"2008"	Suppressed	147162	Suppressed
	"< 1 year"	"1"	"Pennsylvania"	"42"	"2009"	"2009"	Suppressed	144233	Suppressed
	"< 1 year"	"1"	"Pennsylvania"	"42"	"2010"	"2010"	Suppressed	141550	Suppressed
	"< 1 year"	"1"	"Pennsylvania"	"42"	"2011"	"2011"	Suppressed	143032	Suppressed
	"< 1 year"	"1"	"Pennsylvania"	"42"	"2012"	"2012"	Suppressed	140868	Suppressed
	"< 1 year"	"1"	"Pennsylvania"	"42"	"2013"	"2013"	Suppressed	142561	Suppressed
	"< 1 year"	"1"	"Pennsylvania"	"42"	"2014"	"2014"	Suppressed	141898	Suppressed
	"< 1 year"	"1"	"Pennsylvania"	"42"	"2015"	"2015"	Suppressed	141872	Suppressed
	"< 1 year"	"1"	"Pennsylvania"	"42"	"2016"	"2016"	Suppressed	140495	Suppressed
	"< 1 year"	"1"	"Pennsylvania"	"42"	"2017"	"2017"	Suppressed	138354	Suppressed
	"< 1 year"	"1"	"Pennsylvania"	"42"	"2018"	"2018"	Suppressed	135446	Suppressed
	"< 1 year"	"1"	"Rhode Island"	"44"	"2007"	"2007"	Suppressed	12094	Suppressed
	"< 1 year"	"1"	"Rhode Island"	"44"	"2008"	"2008"	Suppressed	11796	Suppressed
	"< 1 year"	"1"	"Rhode Island"	"44"	"2009"	"2009"	Suppressed	11033	Suppressed
	"< 1 year"	"1"	"Rhode Island"	"44"	"2010"	"2010"	Suppressed	10959	Suppressed
	"< 1 year"	"1"	"Rhode Island"	"44"	"2011"	"2011"	Suppressed	11009	Suppressed
	"< 1 year"	"1"	"Rhode Island"	"44"	"2012"	"2012"	Suppressed	10729	Suppressed
	"< 1 year"	"1"	"Rhode Island"	"44"	"2013"	"2013"	Suppressed	10912	Suppressed
	"< 1 year"	"1"	"Rhode Island"	"44"	"2014"	"2014"	Suppressed	10981	Suppressed
	"< 1 year"	"1"	"Rhode Island"	"44"	"2015"	"2015"	Suppressed	11065	Suppressed
	"< 1 year"	"1"	"Rhode Island"	"44"	"2016"	"2016"	Suppressed	10846	Suppressed
	"< 1 year"	"1"	"Rhode Island"	"44"	"2017"	"2017"	Suppressed	10923	Suppressed
	"< 1 year"	"1"	"Rhode Island"	"44"	"2018"	"2018"	Suppressed	10557	Suppressed
	"< 1 year"	"1"	"South Carolina"	"45"	"2007"	"2007"	Suppressed	62732	Suppressed
	"< 1 year"	"1"	"South Carolina"	"45"	"2008"	"2008"	Suppressed	63320	Suppressed
	"< 1 year"	"1"	"South Carolina"	"45"	"2009"	"2009"	Suppressed	60844	Suppressed
	"< 1 year"	"1"	"South Carolina"	"45"	"2010"	"2010"	Suppressed	58999	Suppressed
	"< 1 year"	"1"	"South Carolina"	"45"	"2011"	"2011"	Suppressed	59489	Suppressed
	"< 1 year"	"1"	"South Carolina"	"45"	"2012"	"2012"	Suppressed	57557	Suppressed
	"< 1 year"	"1"	"South Carolina"	"45"	"2013"	"2013"	Suppressed	57412	Suppressed
	"< 1 year"	"1"	"South Carolina"	"45"	"2014"	"2014"	Suppressed	57439	Suppressed
	"< 1 year"	"1"	"South Carolina"	"45"	"2015"	"2015"	Suppressed	57927	Suppressed
	"< 1 year"	"1"	"South Carolina"	"45"	"2016"	"2016"	Suppressed	58245	Suppressed
	"< 1 year"	"1"	"South Carolina"	"45"	"2017"	"2017"	Suppressed	57601	Suppressed
	"< 1 year"	"1"	"South Carolina"	"45"	"2018"	"2018"	Suppressed	55932	Suppressed
	"< 1 year"	"1"	"South Dakota"	"46"	"2007"	"2007"	Suppressed	11842	Suppressed
	"< 1 year"	"1"	"South Dakota"	"46"	"2008"	"2008"	Suppressed	11750	Suppressed
	"< 1 year"	"1"	"South Dakota"	"46"	"2009"	"2009"	Suppressed	11807	Suppressed
	"< 1 year"	"1"	"South Dakota"	"46"	"2010"	"2010"	Suppressed	11650	Suppressed
	"< 1 year"	"1"	"South Dakota"	"46"	"2011"	"2011"	Suppressed	11830	Suppressed
	"< 1 year"	"1"	"South Dakota"	"46"	"2012"	"2012"	Suppressed	11682	Suppressed
	"< 1 year"	"1"	"South Dakota"	"46"	"2013"	"2013"	Suppressed	12143	Suppressed
	"< 1 year"	"1"	"South Dakota"	"46"	"2014"	"2014"	Suppressed	12313	Suppressed
	"< 1 year"	"1"	"South Dakota"	"46"	"2015"	"2015"	Suppressed	12419	Suppressed
	"< 1 year"	"1"	"South Dakota"	"46"	"2016"	"2016"	Suppressed	12217	Suppressed
	"< 1 year"	"1"	"South Dakota"	"46"	"2017"	"2017"	Suppressed	12257	Suppressed
	"< 1 year"	"1"	"South Dakota"	"46"	"2018"	"2018"	Suppressed	12109	Suppressed
	"< 1 year"	"1"	"Tennessee"	"47"	"2007"	"2007"	Suppressed	83047	Suppressed
	"< 1 year"	"1"	"Tennessee"	"47"	"2008"	"2008"	Suppressed	84037	Suppressed
	"< 1 year"	"1"	"Tennessee"	"47"	"2009"	"2009"	Suppressed	80116	Suppressed
	"< 1 year"	"1"	"Tennessee"	"47"	"2010"	"2010"	Suppressed	79016	Suppressed
	"< 1 year"	"1"	"Tennessee"	"47"	"2011"	"2011"	Suppressed	79558	Suppressed
	"< 1 year"	"1"	"Tennessee"	"47"	"2012"	"2012"	Suppressed	78976	Suppressed
	"< 1 year"	"1"	"Tennessee"	"47"	"2013"	"2013"	Suppressed	79296	Suppressed
	"< 1 year"	"1"	"Tennessee"	"47"	"2014"	"2014"	Suppressed	79506	Suppressed
	"< 1 year"	"1"	"Tennessee"	"47"	"2015"	"2015"	Suppressed	80549	Suppressed
	"< 1 year"	"1"	"Tennessee"	"47"	"2016"	"2016"	Suppressed	81020	Suppressed
	"< 1 year"	"1"	"Tennessee"	"47"	"2017"	"2017"	Suppressed	80906	Suppressed
	"< 1 year"	"1"	"Tennessee"	"47"	"2018"	"2018"	Suppressed	78974	Suppressed
	"< 1 year"	"1"	"Texas"	"48"	"2007"	"2007"	Suppressed	385276	Suppressed
	"< 1 year"	"1"	"Texas"	"48"	"2008"	"2008"	Suppressed	389296	Suppressed
	"< 1 year"	"1"	"Texas"	"48"	"2009"	"2009"	Suppressed	385537	Suppressed
	"< 1 year"	"1"	"Texas"	"48"	"2010"	"2010"	Suppressed	379846	Suppressed
	"< 1 year"	"1"	"Texas"	"48"	"2011"	"2011"	Suppressed	397633	Suppressed
	"< 1 year"	"1"	"Texas"	"48"	"2012"	"2012"	Suppressed	385930	Suppressed
	"< 1 year"	"1"	"Texas"	"48"	"2013"	"2013"	Suppressed	382650	Suppressed
	"< 1 year"	"1"	"Texas"	"48"	"2014"	"2014"	Suppressed	387632	Suppressed
	"< 1 year"	"1"	"Texas"	"48"	"2015"	"2015"	Suppressed	399149	Suppressed
	"< 1 year"	"1"	"Texas"	"48"	"2016"	"2016"	Suppressed	405899	Suppressed
	"< 1 year"	"1"	"Texas"	"48"	"2017"	"2017"	Suppressed	403360	Suppressed
	"< 1 year"	"1"	"Texas"	"48"	"2018"	"2018"	Suppressed	390665	Suppressed
	"< 1 year"	"1"	"Utah"	"49"	"2007"	"2007"	Suppressed	52572	Suppressed
	"< 1 year"	"1"	"Utah"	"49"	"2008"	"2008"	Suppressed	51787	Suppressed
	"< 1 year"	"1"	"Utah"	"49"	"2009"	"2009"	Suppressed	53267	Suppressed
	"< 1 year"	"1"	"Utah"	"49"	"2010"	"2010"	Suppressed	52675	Suppressed
	"< 1 year"	"1"	"Utah"	"49"	"2011"	"2011"	Suppressed	51126	Suppressed
	"< 1 year"	"1"	"Utah"	"49"	"2012"	"2012"	Suppressed	50276	Suppressed
	"< 1 year"	"1"	"Utah"	"49"	"2013"	"2013"	Suppressed	50052	Suppressed
	"< 1 year"	"1"	"Utah"	"49"	"2014"	"2014"	Suppressed	50629	Suppressed
	"< 1 year"	"1"	"Utah"	"49"	"2015"	"2015"	Suppressed	50821	Suppressed
	"< 1 year"	"1"	"Utah"	"49"	"2016"	"2016"	Suppressed	51162	Suppressed
	"< 1 year"	"1"	"Utah"	"49"	"2017"	"2017"	Suppressed	51401	Suppressed
	"< 1 year"	"1"	"Utah"	"49"	"2018"	"2018"	Suppressed	50160	Suppressed
	"< 1 year"	"1"	"Vermont"	"50"	"2007"	"2007"	Suppressed	6480	Suppressed
	"< 1 year"	"1"	"Vermont"	"50"	"2008"	"2008"	Suppressed	6343	Suppressed
	"< 1 year"	"1"	"Vermont"	"50"	"2009"	"2009"	Suppressed	6051	Suppressed
	"< 1 year"	"1"	"Vermont"	"50"	"2010"	"2010"	Suppressed	5968	Suppressed
	"< 1 year"	"1"	"Vermont"	"50"	"2011"	"2011"	Suppressed	5935	Suppressed
	"< 1 year"	"1"	"Vermont"	"50"	"2012"	"2012"	Suppressed	5783	Suppressed
	"< 1 year"	"1"	"Vermont"	"50"	"2013"	"2013"	Suppressed	6015	Suppressed
	"< 1 year"	"1"	"Vermont"	"50"	"2014"	"2014"	Suppressed	6023	Suppressed
	"< 1 year"	"1"	"Vermont"	"50"	"2015"	"2015"	Suppressed	5994	Suppressed
	"< 1 year"	"1"	"Vermont"	"50"	"2016"	"2016"	Suppressed	6051	Suppressed
	"< 1 year"	"1"	"Vermont"	"50"	"2017"	"2017"	Suppressed	5835	Suppressed
	"< 1 year"	"1"	"Vermont"	"50"	"2018"	"2018"	Suppressed	5632	Suppressed
	"< 1 year"	"1"	"Virginia"	"51"	"2007"	"2007"	Suppressed	104465	Suppressed
	"< 1 year"	"1"	"Virginia"	"51"	"2008"	"2008"	Suppressed	103442	Suppressed
	"< 1 year"	"1"	"Virginia"	"51"	"2009"	"2009"	Suppressed	100124	Suppressed
	"< 1 year"	"1"	"Virginia"	"51"	"2010"	"2010"	Suppressed	100078	Suppressed
	"< 1 year"	"1"	"Virginia"	"51"	"2011"	"2011"	Suppressed	101446	Suppressed
	"< 1 year"	"1"	"Virginia"	"51"	"2012"	"2012"	Suppressed	100810	Suppressed
	"< 1 year"	"1"	"Virginia"	"51"	"2013"	"2013"	Suppressed	102792	Suppressed
	"< 1 year"	"1"	"Virginia"	"51"	"2014"	"2014"	Suppressed	103122	Suppressed
	"< 1 year"	"1"	"Virginia"	"51"	"2015"	"2015"	Suppressed	102863	Suppressed
