"Statistics for community hospital stays 2016 Maryland, by county or county equivalent",,,,,,,,,,
,,,,,,,,,,
"Analysis Type: Community | Setting of Care: Hospital Inpatient | Geographic Settings: State | Years: 2016 | Categorization Type: Stays Related to Mental and/or Substance Use Disorders | Outcome and Measures: Number, Costs, Days | State: Maryland | Community Level: County",,,,,,,,,,
,,,,,,,,,,
"2016 State Total, Maryland",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,196806.824406816,3257.7827254582,5.5539570686,1093056.65356615,18093.5853960743,13301.2513589691,2617777040.59556,433.3258690423,
"St. Mary's, Maryland",,3175,2878.7741409013,5.6702362205,18003,16323.3294042977,14690.3931359348,46641998.2065931,422.903238794,
Age group,<1,74,5044.3081117928,7.1756756757,531,36196.3190184049,11190.9002001287,828126.614809527,564.5034865777,
,1-17,103,399.240280631,5.2233009709,538,2085.352145432,10468.0227571202,1078206.34398338,41.792563432,
,18-44,1112,2828.7247844115,4.5521582734,5062,12876.8029304774,10881.4354704211,12100156.2431083,307.8058620515,
,45-64,1132,3750.4555544512,6.1545936396,6967,23082.5299009376,17830.5826599244,20184219.5710344,668.7280777601,
,65-84,754,5572.8011825573,6.5053050398,4905,36252.7716186252,16513.6464637365,12451289.4336573,920.2726854144,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1287,2346.4848308051,5.9984459984,7720,14075.2625437572,15395.8304122234,19814433.7405315,361.2608251993,
,Female,1888,3405.3605569785,5.4465042373,10283,18547.310703077,14209.5150773631,26827564.4660615,483.8852217824,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1136,†,6.1786971831,7019,†,16078.6052541543,18265295.5687193,†,
,Medicaid,932,†,4.7864806867,4461,†,10452.5018396469,9741731.71455099,†,
,Private insurance,899,†,5.9388209121,5339,†,16689.7037605964,15004043.6807762,†,
,Uninsured,35,†,3.2285714286,113,†,6252.6884095012,218844.094332541,†,
,Other,172,†,6.1860465116,1064,†,19712.2583276982,3390508.4323641,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,99,74.1573033708,2.6868686869,266,199.2509363296,7305.3171315307,723226.396021544,†,
,Neonatal birth hospitalization,44,32.0699708455,3.5227272727,155,112.9737609329,3402.8389720889,149724.914771911,†,
,Nonmaternal/nonneonatal hospitalization,3032,333.0770075799,5.7988126649,17582,1931.451169944,15095.3320896436,45769046.8957996,†,
Type of substance use disorder,Alcohol-related disorders,573,519.5393961375,6.352530541,3640,3300.3898812222,16988.7958236805,9734580.00696893,88.2634872334,
,Cannabis-related disorders,141,127.8447728715,5.8368794326,823,746.2145253423,15529.9678233405,2189725.46309102,19.8542520908,
,Neonatal abstinence syndrome,61,55.308731526,7.1147540984,434,393.5080242996,10438.1949196064,636729.890095993,5.7732332042,
,Opioid-related disorders,398,360.8668056941,5.4773869347,2180,1976.6071266661,13911.8730493055,5536925.47362358,50.2033318852,
,Sedative-related disorders,57,51.6819294587,5.1052631579,291,263.8498503944,10194.7381894995,581100.076801473,5.2688373996,
,Stimulant-related disorders,155,140.538580107,5.4709677419,848,768.8820382628,13586.2807713126,2105873.51955346,19.0939660854,
,Miscellaneous substances and addictive disorders,151,136.9117780397,4.4569536424,673,610.2094478194,11466.262661527,1731405.66189058,15.6986640846,
Type of mental disorder,Anxiety disorders,1228,1113.4282346541,5.4364820847,6676,6053.1326502856,14469.4593956885,17768496.1379054,161.1070463134,
,Bipolar disorders,405,367.2137093118,4.9901234568,2021,1832.4417444918,11862.3939029341,4804269.53068834,43.5603366641,
,Depressive disorders,1331,1206.8183878865,5.9474079639,7916,7177.4412911415,14650.153305538,19499354.0496711,176.8007439448,
,"Disruptive, impulse-control, and conduct disorders",32,29.0144165382,4.90625,157,142.3519811406,7795.8531479895,249467.300735662,2.2619213051,
,Eating disorders,13,11.7871067187,10.3846153846,135,122.4045697706,25845.5521258919,335992.177636595,3.0464428111,
,Obsessive-compulsive disorders,25,22.6675129205,2.88,72,65.282437211,9468.2504957706,236706.262394265,2.1462169045,
,Personality disorders,24,21.7608124037,7.1666666667,172,155.9524888929,19251.7176385696,462041.223325671,4.1893301598,
,Schizophrenia and related disorders,236,213.9813219694,5.5127118644,1301,1179.6173723819,9436.2634766707,2226958.18049429,20.1918413319,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,358,324.5987850213,3.7597765363,1346,1220.4188956388,6026.7468623836,2157575.37673334,19.5627470916,
,Trauma- and stressor-related disorders,300,272.0101550458,4.25,1275,1156.0431589446,8477.9883669739,2543396.51009216,23.0609893018,
,Miscellaneous mental disorders,123,111.5241635688,4.9024390244,603,546.740411642,9031.7868590043,1110909.78365753,10.0726247498,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Somerset, Maryland",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,196806.824406816,3257.7827254582,5.5539570686,1093056.65356615,18093.5853960743,13301.2513589691,2617777040.59556,433.3258690423,
"Somerset, Maryland",,657,2745.8519663978,5.0745814307,3334,13934.0494002591,12483.7846748354,8201846.53136689,342.7862469748,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,198,1966.4316218095,3.8333333333,759,7537.9878836031,9307.8710839317,1842958.47461846,183.0329203117,
,45-64,247,4209.2706203136,5.7368421053,1417,24147.920927062,13560.0421311898,3349330.40640389,570.7788695303,
,65-84,197,5221.3093029419,5.4314720812,1070,28359.3957063344,14628.1241225888,2881740.45215,763.7796056586,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,292,2241.1543479929,5.1712328767,1510,11589.5310461278,13797.5512904266,4028884.97680459,309.224420662,
,Female,364,3340.06239677,5,1820,16700.3119838502,11417.528638805,4155980.42452502,381.3525807052,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,289,†,5.6851211073,1643,†,14342.5485562211,4144996.53274792,†,
,Medicaid,213,†,4.7136150235,1004,†,11241.5191774317,2394443.58479296,†,
,Private insurance,114,†,4.5701754386,521,†,12137.9623671068,1383727.70985018,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,32,†,4.15625,133,†,5991.8436929044,191738.998172939,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,38,153.8461538462,2.7105263158,103,417.004048583,6404.0520837824,243353.979183729,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,612,281.638288081,5.2107843137,3189,1467.5563736769,12938.0630991842,7918094.61670077,†,
Type of substance use disorder,Alcohol-related disorders,109,455.5523049275,5.3944954128,588,2457.4748192419,14567.4330085155,1587850.19792819,66.3622768391,
,Cannabis-related disorders,74,309.2740418774,4.1486486486,307,1283.0693358967,8471.9789325558,626926.441009128,26.2016316717,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,81,338.5296944874,4.6296296296,375,1567.2671041083,10559.4370722057,855314.402848666,35.7468300601,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,52,217.327705103,3.9615384615,206,860.9520625235,7733.4522626235,402139.517656423,16.8069343276,
,Miscellaneous substances and addictive disorders,33,137.9195051615,4.2424242424,140,585.1130522004,7869.4139277369,259690.659615318,10.8534567482,
Type of mental disorder,Anxiety disorders,251,1049.0241150165,5.03187251,1263,5278.5556066368,12533.0388451477,3145792.75013207,131.47459983,
,Bipolar disorders,77,321.8121787102,5.4675324675,421,1759.5185355456,11581.9381577864,891809.238149554,37.2720875224,
,Depressive disorders,259,1082.4591465708,5.0038610039,1296,5416.4751117984,12639.8460846574,3273720.13592627,136.8211700558,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,31,129.560747273,3.935483871,122,509.8842312032,5863.3685563081,181764.425245552,7.5966241169,
,Schizophrenia and related disorders,34,142.0988841058,7.3529411765,250,1044.8447360722,9875.7368014821,335775.051250391,14.0333117921,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,51,213.1483261587,3.6274509804,185,773.1851046934,5129.3036540336,261594.486355712,10.9330248822,
,Trauma- and stressor-related disorders,49,204.7895682702,4.2653061224,209,873.4901993564,8222.4075020425,402897.967600085,16.8386328248,
,Miscellaneous mental disorders,33,137.9195051615,3.2727272727,108,451.3729259832,6838.8228379302,225681.153651697,9.4320706169,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Talbot, Maryland",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,196806.824406816,3257.7827254582,5.5539570686,1093056.65356615,18093.5853960743,13301.2513589691,2617777040.59556,433.3258690423,
"Talbot, Maryland",,1433,3855.6745412474,5.434752268,7788,20954.6359575956,12302.1720315452,17629012.5212043,474.3317150407,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,281,2880.278802788,5.1494661922,1447,14831.8983189831,9576.2151902595,2690916.4684629,275.8216962344,
,45-64,444,4242.3084272884,5.1238738739,2275,21737.0533154978,13942.992630291,6190688.72784923,591.504751371,
,65-84,693,6828.9318092235,5.7243867244,3967,39091.4465904611,12403.3162195397,8595498.14014106,847.0140067147,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,663,3739.6356252468,5.7209653092,3793,21394.3256810874,13791.1929001364,9143560.89279048,515.74036284,
,Female,769,3956.3718680866,5.1911573472,3992,20538.1488912898,11018.5397966934,8473257.10365726,435.9344087903,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,831,†,5.6281588448,4677,†,12400.9665966967,10305203.241855,†,
,Medicaid,295,†,5.5322033898,1632,†,10947.674144015,3229563.87248444,†,
,Private insurance,275,†,4.8945454545,1346,†,13782.287211769,3790128.9832365,†,
,Uninsured,17,†,3.9411764706,67,†,5459.4034144079,92809.858044934,†,
,Other,15,†,4.4,66,†,14087.1043722295,211306.565583443,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,21,66.6666666667,2.1904761905,46,146.0317460317,5470.6785838944,114884.250261781,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,1404,344.1176470588,5.4722222222,7683,1883.0882352941,12448.0112977672,17477007.8620651,†,
Type of substance use disorder,Alcohol-related disorders,274,737.2329548512,5.6569343066,1550,4170.4783942313,14998.6023254771,4109617.03718073,110.5746391105,
,Cannabis-related disorders,83,223.322391433,5.265060241,437,1175.805844051,11423.4013946582,948142.315756634,25.5110131775,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,105,282.5162783189,5.4285714286,570,1533.6597965883,11686.0943506126,1227039.90681432,33.0151188402,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,53,142.6034547705,6.1320754717,325,874.4551471775,9288.026783969,492265.419550355,13.2450470739,
,Miscellaneous substances and addictive disorders,34,91.4814615509,5.2647058824,179,481.6229887532,7943.9652029518,270094.816900361,7.2672554728,
Type of mental disorder,Anxiety disorders,704,1894.2043803476,5.375,3784,10181.3485443685,11713.4607379104,8246276.35948893,221.8768863878,
,Bipolar disorders,141,379.3790023139,6.0070921986,847,2278.9646451057,8984.528738585,1266818.55214048,34.0854154911,
,Depressive disorders,673,1810.794812463,5.2852897474,3557,9570.5752569553,11823.7427344892,7957378.86031125,214.1037200751,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,11,29.5969434429,9.5454545455,105,282.5162783189,13158.8243287741,144747.067616515,3.8946097943,
,Personality disorders,25,67.2657805521,4.44,111,298.6600656514,6707.797029939,167694.925748475,4.51205203,
,Schizophrenia and related disorders,49,131.8409298821,11.0816326531,543,1461.012753592,14306.6142082118,701024.096202379,18.8619732068,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,49,131.8409298821,5.8775510204,288,774.9017919604,7466.9201140289,365879.085587417,9.8444569119,
,Trauma- and stressor-related disorders,58,156.0566108809,5.8620689655,340,914.8146155088,8881.2378719854,515111.796575151,13.8597588273,
,Miscellaneous mental disorders,40,107.6252488834,6.6,264,710.3266426304,9454.1444627456,378165.778509824,10.1750465078,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Washington, Maryland",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,196806.824406816,3257.7827254582,5.5539570686,1093056.65356615,18093.5853960743,13301.2513589691,2617777040.59556,433.3258690423,
"Washington, Maryland",,6726,4501.736843162,5.1940231936,34935,23382.1255747645,11682.8411110928,78578789.3132105,525.9307626261,
Age group,<1,127,7470.5882352941,17.4645669291,2218,130470.588235294,27345.7479384641,3472909.98818494,2042.8882283441,
,1-17,83,268.3999482603,6.2168674699,516,1668.6069072565,19375.3448474293,1608153.62233663,52.0034155457,
,18-44,1937,3786.0130565654,3.9256582344,7604,14862.5933309878,8553.0056546863,16567171.9531273,323.8179108152,
,45-64,2500,6037.0432976745,5.1036,12759,30810.6541740117,12029.9627607661,30074906.9019152,726.2540605616,
,65-84,2079,8586.6512473154,5.6940836941,11838,48893.1108541219,12917.5790512969,26855646.8476464,1109.1874627311,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,2940,3854.4234097226,5.3615646259,15763,20665.740206618,12159.9753348195,35750327.4843693,468.6969359218,
,Female,3776,5163.1958213118,5.0622351695,19115,26137.3114736165,11299.9151946744,42668479.7750907,583.4367491432,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,3151,†,5.5350682323,17441,†,12178.3205239536,38373887.9709779,†,
,Medicaid,2082,†,5.2146974063,10857,†,10366.4633634651,21582976.7227344,†,
,Private insurance,1274,†,4.4772370487,5704,†,12702.2905772099,16182718.1953654,†,
,Uninsured,114,†,3.6052631579,411,†,6999.2841192562,797918.389595202,†,
,Other,105,†,4.9714285714,522,†,15631.3146146435,1641288.03453756,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,360,217.5226586103,2.5972222222,935,564.9546827795,6152.7625305886,2214994.51101191,†,
,Neonatal birth hospitalization,117,70.5669481303,14.1025641026,1650,995.1749095296,12970.0401808607,1517494.70116071,†,
,Nonmaternal/nonneonatal hospitalization,6249,411.0913755674,5.1768282925,32350,2128.1494638511,11977.3243880681,74846300.1010379,†,
Type of substance use disorder,Alcohol-related disorders,1212,811.196112684,5.0330033003,6100,4082.7527123533,11072.1464013503,13419441.4384365,89.8168211984,
,Cannabis-related disorders,532,356.0695808151,4.1879699248,2228,1491.208695594,8336.1566696813,4434835.34827043,29.6825181098,
,Neonatal abstinence syndrome,78,52.2056904203,19.1025641026,1490,997.2625477716,17145.5744853734,1337354.80985912,8.9509655366,
,Opioid-related disorders,876,586.3100616429,4.9520547945,4338,2903.4395518342,12036.9316554013,10544352.1301316,70.5737414087,
,Sedative-related disorders,103,68.9382835037,5.3495145631,551,368.7863515585,13120.1583599104,1351376.31107078,9.0448119663,
,Stimulant-related disorders,293,196.1059909376,4.8634812287,1425,953.7578057547,8845.2939530491,2591671.12824338,17.346151358,
,Miscellaneous substances and addictive disorders,420,281.1075638014,5.25,2205,1475.8147099572,7655.8482725213,3215456.27445896,21.5211685672,
Type of mental disorder,Anxiety disorders,2610,1746.8827179086,4.9800766284,12998,8699.6097959293,11798.9131486795,30795163.3180535,206.1131746953,
,Bipolar disorders,724,484.5758956957,4.5455801105,3291,2202.6785535008,9683.0322165316,7010515.32476889,46.9216400938,
,Depressive disorders,3455,2312.444364128,4.896382055,16917,11322.6110876854,10747.8005200353,37133650.7967221,248.5369073933,
,"Disruptive, impulse-control, and conduct disorders",62,41.4968308469,7.3548387097,456,305.2024978415,11443.9152519925,709522.745623535,4.7488621544,
,Eating disorders,11,7.3623409567,4,44,29.4493638268,7735.3609594954,85088.9705544497,0.5695036481,
,Obsessive-compulsive disorders,24,16.0632893601,7.2916666667,175,117.1281515839,12302.372941756,295256.950602145,1.9761657638,
,Personality disorders,324,216.8544063611,4.7438271605,1537,1028.7198227684,6934.1254004406,2246656.62974275,15.0369564735,
,Schizophrenia and related disorders,409,273.7452228447,6.5036674817,2660,1780.3479040754,9640.7405219253,3943062.87346744,26.3910666256,
,Somatic symptom disorders,39,26.1028452101,8.5897435897,335,224.2167473178,13537.5851341668,527965.820232506,3.5336948928,
,Suicidal ideation or attempt,708,473.8670361223,4.5395480226,3214,2151.1421668039,6596.2008967203,4670110.23487797,31.257221686,
,Trauma- and stressor-related disorders,403,269.7294005047,5.3846153846,2170,1452.3890796405,11479.2180375907,4626124.86914905,30.9628259954,
,Miscellaneous mental disorders,352,235.5949106145,3.5454545455,1248,835.2910467241,6889.6977851406,2425173.62036949,16.2317773385,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Wicomico, Maryland",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,196806.824406816,3257.7827254582,5.5539570686,1093056.65356615,18093.5853960743,13301.2513589691,2617777040.59556,433.3258690423,
"Wicomico, Maryland",,3382,3259.0365509333,5.297752809,17917,17265.5700423038,13242.2099164867,44785153.9375583,431.5684613296,
Age group,<1,72,5760,9.8472222222,709,56720,17784.6874353296,1280497.49534373,1024.397996275,
,1-17,45,209.0495215089,8.8222222222,397,1844.2813342005,38369.7940986153,1726640.73443768,80.2118709671,
,18-44,1099,2765.8235812256,4.3921747043,4827,12147.9803699509,10015.7507027469,11007310.0223189,277.0179947733,
,45-64,1212,4714.4857631865,5.6122112211,6802,26458.689901976,14380.7630060859,17429484.7633761,677.9790245595,
,65-84,954,6133.4704899061,5.4318658281,5182,33316.1887617333,13984.508304069,13341220.9220818,857.7356899885,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1376,2764.6621526592,5.5225290698,7599,15267.9271061461,13546.59251145,18640111.2957553,374.517516139,
,Female,2005,3712.8254509092,5.1451371571,10316,19102.9961853264,13037.9013258448,26140992.1583189,484.0745186904,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1460,†,5.4410958904,7944,†,13671.2413551612,19960012.3785354,†,
,Medicaid,997,†,5.4754262788,5459,†,13527.5811700835,13486998.4265733,†,
,Private insurance,684,†,4.7967836257,3281,†,13374.254085468,9147989.79446014,†,
,Uninsured,62,†,4.4032258065,273,†,6968.7543890143,432062.772118885,†,
,Other,173,†,5.3757225434,930,†,9892.486476548,1711400.1604428,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Neonatal birth hospitalization,62,50.9868421053,6.6290322581,411,337.9934210526,6585.9498547931,408328.890997172,†,
,Nonmaternal/nonneonatal hospitalization,3149,329.3244091194,5.4061606859,17024,1780.3806734993,13746.1231765695,43286541.8830176,†,
Type of substance use disorder,Alcohol-related disorders,598,576.257793453,5.3612040134,3206,3089.4355950006,13618.1247806607,8143638.6188351,78.4755053707,
,Cannabis-related disorders,399,384.4930762337,3.9799498747,1588,1530.2631705742,8044.4476870436,3209734.62713037,30.9303443779,
,Neonatal abstinence syndrome,25,24.0910448768,10.6,265,255.3650756941,10240.7531095545,256018.827738864,2.4671044273,
,Opioid-related disorders,326,314.1472251935,5.3834355828,1755,1691.1913503512,11854.5768085202,3864592.03957759,37.2408241024,
,Sedative-related disorders,22,21.2001194916,5.6363636364,124,119.4915825889,9784.3332288811,215255.331035384,2.074290336,
,Stimulant-related disorders,233,224.5285382518,4.7339055794,1103,1062.8968999643,9427.9829600787,2196720.02969834,21.1685123269,
,Miscellaneous substances and addictive disorders,198,190.8010754242,4.1868686869,829,798.8590481146,7694.1258995027,1523436.92810154,14.6804749607,
Type of mental disorder,Anxiety disorders,1317,1269.1162441097,5.4608959757,7192,6930.5117901574,14533.9644852576,19141231.2270843,184.4529041955,
,Bipolar disorders,394,379.6748672583,5.2055837563,2051,1976.4293216925,10298.6146205449,4057654.1604947,39.10125139,
,Depressive disorders,1338,1289.3527218062,4.9947683109,6683,6440.0181164657,12519.2640885047,16750775.3504194,161.4174722752,
,"Disruptive, impulse-control, and conduct disorders",37,35.6547464177,4.5405405405,168,161.8918215721,8356.0944061449,309175.49302736,2.9793442709,
,Eating disorders,11,10.6000597458,11.5454545455,127,122.3825079741,20801.6860107032,228818.546117735,2.2049911453,
,Obsessive-compulsive disorders,12,11.5637015409,6.1666666667,74,71.3094928353,21729.8817379979,260758.580855975,2.5127786694,
,Personality disorders,166,159.9645379819,5.5542168675,922,888.4777350563,7402.3718104167,1228793.72052916,11.8411698662,
